neighbourhood,price
Avondale,110
Irving Park,414
Portage Park,114
West Town,129
Brighton Park,161
Austin,236
West Ridge,411
Loop,300
West Town,134
Near North Side,269
Rogers Park,83
Near North Side,170
West Ridge,218
West Town,155
West Ridge,143
West Ridge,20
Lower West Side,48
West Town,131
Loop,102
Logan Square,222
Near North Side,182
Near North Side,167
Near North Side,207
Logan Square,263
Near North Side,240
Near North Side,191
East Garfield Park,229
Avondale,36
Loop,176
Grand Boulevard,287
Riverdale,77
Near South Side,216
West Town,152
Loop,140
Avondale,70
New City,36
New City,33
Portage Park,125
Auburn Gresham,29
South Shore,32
Lower West Side,184
Kenwood,68
Kenwood,77
Washington Park,309
Humboldt Park,115
Edgewater,149
Lower West Side,211
South Shore,135
West Ridge,163
Logan Square,134
Uptown,129
Englewood,40
Englewood,38
Edgewater,176
Lake View,358
Lake View,
Hyde Park,151
Auburn Gresham,35
Auburn Gresham,29
Woodlawn,
Loop,169
Armour Square,151
Woodlawn,73
Avondale,109
North Center,558
Near West Side,552
Near South Side,300
Near South Side,318
Edgewater,79
Armour Square,262
Lower West Side,55
Lower West Side,59
Logan Square,181
Lower West Side,189
Chatham,158
Logan Square,104
Lake View,154
Armour Square,43
Austin,287
Near West Side,110
Armour Square,43
Near West Side,
Near West Side,140
South Lawndale,159
Lake View,99
Lower West Side,55
Logan Square,157
Rogers Park,91
Lake View,94
South Chicago,29
West Town,382
West Town,117
New City,31
North Lawndale,41
Lake View,207
Rogers Park,36
Near North Side,94
Lake View,192
Armour Square,37
Near North Side,135
Near North Side,222
Near South Side,216
Chatham,230
Lake View,346
Grand Boulevard,296
Near North Side,312
Lower West Side,168
West Ridge,145
Rogers Park,116
Rogers Park,114
Near North Side,100
Avondale,120
Logan Square,
Near North Side,230
Near West Side,178
West Town,161
Logan Square,136
Lake View,172
Lower West Side,118
Bridgeport,362
Near West Side,66
Portage Park,81
West Town,
Irving Park,
Lake View,178
Lake View,179
Lake View,184
Auburn Gresham,35
Auburn Gresham,29
Portage Park,194
Irving Park,241
Logan Square,193
Lake View,358
Near West Side,104
Auburn Gresham,29
Lake View,547
South Chicago,29
West Town,400
East Garfield Park,249
Irving Park,464
Douglas,120
Near West Side,150
Humboldt Park,195
Brighton Park,134
Bridgeport,28
Bridgeport,28
Near West Side,292
Near West Side,
Irving Park,145
Lower West Side,146
Near South Side,300
Grand Boulevard,171
Irving Park,121
West Town,40
Lower West Side,93
Dunning,
Lincoln Park,250
Chatham,135
Chatham,100
Near West Side,680
Pullman,43
New City,50
Edgewater,138
Lincoln Park,250
West Town,137
Near West Side,250
Humboldt Park,129
Near West Side,238
Logan Square,50
Logan Square,45
Logan Square,45
Lincoln Square,123
Lower West Side,116
Lake View,365
Lake View,220
Oakland,155
Dunning,729
New City,92
Lincoln Park,229
South Shore,199
Lake View,175
Near West Side,520
Douglas,
Austin,74
Near North Side,154
West Town,205
Avondale,133
Near West Side,404
Near South Side,509
Rogers Park,116
Lake View,458
New City,225
Logan Square,193
Lake View,100
Lake View,
West Town,670
Near North Side,
Uptown,150
West Town,263
West Town,188
Chatham,45
Edgewater,58
Near West Side,321
Bridgeport,158
Grand Boulevard,436
Near North Side,452
Hyde Park,110
Near West Side,460
Chatham,39
Near West Side,139
Norwood Park,169
West Town,
Logan Square,55
Avondale,376
New City,
West Town,121
Rogers Park,40
Washington Park,107
Near South Side,281
Lower West Side,52
West Town,300
West Town,133
Dunning,132
West Town,1071
Logan Square,125
Lincoln Park,70
Grand Boulevard,199
Irving Park,154
Near South Side,347
Woodlawn,108
West Englewood,60
Near West Side,209
Near South Side,530
Near South Side,171
West Town,171
Kenwood,134
Edgewater,174
Lake View,283
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Rogers Park,117
Norwood Park,39
Uptown,
Bridgeport,40
Belmont Cragin,137
Lake View,130
Grand Boulevard,197
West Town,160
Lower West Side,100
Humboldt Park,70
Douglas,124
Brighton Park,35
Brighton Park,32
West Town,405
Lincoln Park,375
Dunning,40
Near North Side,746
Near West Side,283
Near North Side,680
South Chicago,77
Grand Boulevard,160
West Englewood,80
Lake View,454
Austin,188
West Englewood,74
West Englewood,60
Norwood Park,211
Logan Square,76
West Ridge,128
Near North Side,188
Lincoln Park,341
Near West Side,385
West Town,523
Near West Side,560
Near West Side,240
West Town,220
Lower West Side,153
Near North Side,179
West Town,629
West Town,629
Lake View,183
Lake View,391
Near North Side,681
East Side,212
Greater Grand Crossing,206
Avondale,119
Lake View,87
South Shore,57
South Shore,85
Albany Park,151
Greater Grand Crossing,380
Uptown,150
Edgewater,125
West Town,242
Grand Boulevard,66
Ohare,83
Lincoln Park,282
Portage Park,108
West Town,283
Auburn Gresham,29
Logan Square,268
Near North Side,286
Near North Side,183
South Shore,50
Portage Park,114
Avondale,219
Near North Side,214
Gage Park,
New City,217
Grand Boulevard,150
Lake View,516
Lower West Side,66
Lake View,90
Bridgeport,40
East Garfield Park,85
Near North Side,188
East Garfield Park,98
Near North Side,159
Avondale,119
East Garfield Park,150
West Town,240
Lincoln Square,98
Uptown,
Avondale,120
West Ridge,99
Hyde Park,106
Bridgeport,724
Logan Square,538
Logan Square,128
Near West Side,274
Bridgeport,79
Uptown,66
Uptown,
Near North Side,510
West Town,867
Uptown,78
Near North Side,105
South Lawndale,105
Portage Park,203
West Town,165
South Lawndale,105
Lake View,171
Dunning,112
Avondale,67
South Lawndale,93
Logan Square,146
West Town,521
West Town,250
Logan Square,151
Oakland,65
North Lawndale,40
Near South Side,489
Bridgeport,37
Logan Square,175
Lincoln Square,84
Irving Park,35
Logan Square,113
Lake View,857
South Shore,75
Woodlawn,95
Humboldt Park,195
Near North Side,717
East Side,35
Bridgeport,176
West Town,910
Near North Side,134
Loop,247
Near North Side,564
Portage Park,103
Grand Boulevard,117
South Lawndale,131
Lake View,224
Humboldt Park,205
Hyde Park,109
Near West Side,136
Uptown,
Near South Side,79
Mckinley Park,184
West Town,96
Norwood Park,150
Woodlawn,300
Woodlawn,55
West Town,175
West Town,117
South Chicago,
South Chicago,
Lower West Side,55
Loop,569
Grand Boulevard,99
West Ridge,77
Near West Side,289
Lake View,117
West Town,425
West Town,159
Near West Side,400
Woodlawn,111
Jefferson Park,90
Roseland,123
Kenwood,76
Dunning,
Lower West Side,258
West Town,144
West Town,410
Near North Side,618
West Town,65
Lincoln Park,206
Near North Side,1700
West Town,198
Bridgeport,90
Woodlawn,211
Irving Park,215
Lincoln Square,87
Armour Square,214
Jefferson Park,136
West Town,136
Chatham,79
Garfield Ridge,250
West Town,224
Hyde Park,85
Albany Park,174
Edgewater,130
Englewood,38
Logan Square,143
Logan Square,154
Near North Side,253
Lake View,86
West Town,463
Lincoln Park,244
Near West Side,374
Pullman,55
Near North Side,989
Near North Side,399
Near North Side,399
Near North Side,239
Near West Side,116
West Town,250
West Town,250
Lincoln Park,315
West Town,324
Near South Side,300
Douglas,140
Woodlawn,225
Lincoln Square,183
Lower West Side,35
Humboldt Park,154
West Town,215
Lincoln Park,144
South Chicago,62
Norwood Park,103
Roseland,120
Bridgeport,100
Lincoln Square,248
Grand Boulevard,62
Austin,99
Lincoln Park,214
Lake View,225
Near North Side,
Chatham,164
Bridgeport,48
Lake View,276
Near West Side,150
West Town,136
Bridgeport,50
West Town,229
Near North Side,323
Lake View,139
Near West Side,249
Near West Side,295
Logan Square,165
Near West Side,381
Near West Side,398
East Garfield Park,295
Avondale,205
Near West Side,274
Near West Side,284
North Lawndale,210
Avondale,110
Austin,170
Irving Park,111
Woodlawn,159
Lake View,685
West Pullman,175
Loop,195
Near West Side,54
Near West Side,43
Near West Side,43
Near West Side,54
Near West Side,66
Near West Side,54
Near West Side,54
Near West Side,43
Near West Side,54
Morgan Park,132
West Town,359
Lake View,342
Portage Park,102
Brighton Park,
Woodlawn,183
Near North Side,205
Logan Square,500
South Chicago,181
Roseland,192
Lower West Side,199
Avondale,70
West Town,210
Near North Side,401
Near West Side,187
Belmont Cragin,382
Logan Square,213
Washington Park,349
West Town,150
New City,30
North Lawndale,191
Bridgeport,50
Bridgeport,50
Bridgeport,50
Bridgeport,40
Edgewater,154
Near West Side,221
Near North Side,394
Near West Side,221
Near North Side,243
Lower West Side,156
Bridgeport,49
North Center,70
Near North Side,234
Near North Side,235
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
West Town,394
Loop,1548
Loop,1825
Near West Side,187
Lake View,117
Near West Side,287
West Englewood,44
Near West Side,218
New City,32
New City,32
Douglas,183
New City,35
New City,35
New City,33
New City,34
New City,35
New City,36
Lake View,192
Near West Side,422
Near West Side,338
Near West Side,315
Near West Side,305
Near West Side,491
Near West Side,437
West Town,201
West Town,331
Near North Side,131
Lake View,124
Loop,350
Logan Square,87
Avondale,134
Lincoln Square,153
Loop,383
Portage Park,135
Logan Square,
Irving Park,152
Armour Square,43
South Shore,207
Armour Square,39
Rogers Park,102
Albany Park,110
Grand Boulevard,113
Lake View,235
Avondale,111
Loop,305
Near North Side,239
Near North Side,249
Humboldt Park,449
Near North Side,187
Loop,110
North Lawndale,
North Lawndale,
North Lawndale,
North Lawndale,76
East Side,45
Pullman,120
Lincoln Park,224
Near North Side,214
Edgewater,135
Logan Square,128
Loop,860
Near North Side,141
Loop,160
Lincoln Park,164
Humboldt Park,170
North Lawndale,70
North Lawndale,84
North Lawndale,66
Loop,165
Near North Side,144
Portage Park,129
West Town,125
Logan Square,
Logan Square,
Edgewater,209
Lake View,182
Lake View,142
Lower West Side,
Avondale,61
South Shore,282
Bridgeport,103
Avondale,171
Brighton Park,104
Beverly,91
Near West Side,376
Near North Side,75
Mckinley Park,38
Mckinley Park,37
Mckinley Park,36
Mckinley Park,38
West Town,259
Jefferson Park,98
Douglas,156
West Town,169
Near North Side,120
Near North Side,194
Woodlawn,
Bridgeport,48
Near West Side,295
Humboldt Park,181
Jefferson Park,100
West Ridge,128
Loop,242
West Town,195
Lake View,289
Grand Boulevard,60
Near North Side,143
Woodlawn,33
Lincoln Park,159
Lower West Side,105
Woodlawn,126
Near West Side,151
Near West Side,243
Ashburn,212
Morgan Park,109
Morgan Park,95
Loop,319
Lincoln Park,110
Near West Side,311
Lincoln Park,169
Humboldt Park,107
Logan Square,85
Near South Side,201
West Town,350
Near West Side,156
Lake View,124
Near North Side,163
Loop,
Loop,299
Loop,
Loop,
Loop,440
Loop,898
Washington Heights,153
Avondale,161
Lincoln Park,79
Lower West Side,400
East Garfield Park,44
East Garfield Park,44
East Garfield Park,52
East Garfield Park,44
Grand Boulevard,276
Near North Side,167
West Town,203
South Shore,300
Portage Park,154
Loop,731
Chatham,189
Albany Park,135
Woodlawn,149
Washington Heights,239
West Ridge,119
Grand Boulevard,143
West Town,230
Kenwood,150
Washington Park,53
Lower West Side,87
Hyde Park,140
Near North Side,162
Near North Side,214
Near North Side,325
Auburn Gresham,271
Logan Square,302
Bridgeport,122
Uptown,170
Near West Side,150
Portage Park,106
Dunning,55
Near South Side,305
Lincoln Park,155
Logan Square,739
West Ridge,75
Loop,347
West Town,292
Chicago Lawn,220
Near South Side,115
Lincoln Park,
Near West Side,188
Near North Side,399
Lake View,92
West Pullman,
Loop,172
West Town,
Near North Side,203
Avondale,124
Hermosa,352
Grand Boulevard,152
Near South Side,297
Grand Boulevard,325
Uptown,163
Lake View,
Near North Side,189
Lake View,300
Grand Boulevard,206
West Town,214
West Town,167
Uptown,114
South Shore,201
Austin,109
West Pullman,35
Loop,
Greater Grand Crossing,208
Edgewater,
Edgewater,57
Near North Side,190
Lake View,253
Lake View,135
Garfield Ridge,128
Rogers Park,96
Near North Side,212
Douglas,124
Albany Park,187
Uptown,190
Loop,220
Portage Park,106
Lake View,158
West Town,234
West Englewood,29
Uptown,
Avondale,119
Lincoln Park,356
Near North Side,535
Washington Park,53
Near South Side,445
Loop,399
Loop,399
Near North Side,399
Loop,319
Loop,319
Near North Side,319
Loop,399
Loop,399
Loop,399
East Garfield Park,50
Near West Side,157
Auburn Gresham,241
West Town,350
Logan Square,92
Uptown,
Uptown,
Humboldt Park,72
Washington Park,53
West Town,120
Logan Square,70
Grand Boulevard,145
West Town,500
Lower West Side,399
Humboldt Park,200
Loop,152
Irving Park,125
North Center,243
Lake View,116
Albany Park,
Dunning,278
West Town,164
Logan Square,724
Uptown,
North Center,804
Austin,156
Austin,251
Rogers Park,99
Portage Park,96
Albany Park,42
Near West Side,250
Uptown,159
Avondale,194
South Chicago,19
South Shore,141
Englewood,43
Near North Side,458
Lake View,195
Near West Side,374
Rogers Park,195
Mckinley Park,43
Lake View,144
Bridgeport,581
Englewood,265
Lower West Side,165
West Ridge,271
North Center,179
Lake View,147
Logan Square,175
Woodlawn,54
Roseland,246
West Ridge,150
Near North Side,535
Uptown,
Uptown,
Uptown,
Uptown,139
Ashburn,173
West Town,1050
Grand Boulevard,86
Douglas,105
Douglas,225
Lake View,204
Lincoln Park,334
Lincoln Square,33
West Town,305
Albany Park,120
Uptown,
South Lawndale,125
North Center,435
Greater Grand Crossing,55
Irving Park,75
Loop,421
Portage Park,131
West Lawn,175
Near South Side,251
West Town,220
Near West Side,70
Loop,191
South Chicago,24
Lake View,301
Loop,190
Near West Side,595
North Center,186
Near North Side,150
Portage Park,115
Near North Side,306
Lincoln Park,100
Douglas,215
South Chicago,24
Edgewater,172
Near West Side,527
Mckinley Park,35
Mckinley Park,35
Loop,171
Lincoln Park,451
Lake View,139
Woodlawn,69
Lincoln Park,572
Greater Grand Crossing,155
Hyde Park,80
West Town,
North Center,320
Lake View,631
Lake View,255
Dunning,286
Lake View,164
Near North Side,275
Armour Square,151
Near North Side,248
West Town,81
North Center,124
Lincoln Park,94
Lincoln Square,116
Lake View,150
Washington Park,53
Near North Side,142
Near North Side,232
Loop,601
Loop,221
Near North Side,523
Near North Side,122
West Garfield Park,113
West Town,200
Logan Square,144
Loop,328
Irving Park,
Lincoln Park,163
Lincoln Park,372
Dunning,80
Bridgeport,240
Near West Side,
Bridgeport,120
West Town,187
Near North Side,414
Edgewater,103
Rogers Park,119
West Town,129
Roseland,159
Norwood Park,421
Bridgeport,100
South Shore,90
Lake View,107
Jefferson Park,661
Woodlawn,65
Near South Side,84
Near West Side,203
Loop,206
Lincoln Square,101
Lake View,62
Lower West Side,220
Rogers Park,188
Near West Side,
Near North Side,471
Edgewater,137
Near West Side,229
Near West Side,236
Near West Side,228
Near West Side,234
Near West Side,331
Uptown,182
Near West Side,256
Near South Side,205
Near South Side,210
Auburn Gresham,196
Logan Square,72
Woodlawn,109
Lake View,82
Loop,366
Avondale,132
West Ridge,200
Irving Park,118
East Garfield Park,42
Irving Park,125
West Town,988
Austin,139
Logan Square,158
West Town,367
Near West Side,135
Loop,606
Logan Square,432
South Deering,192
Loop,250
Near South Side,250
East Garfield Park,301
Rogers Park,291
West Town,368
Uptown,190
Portage Park,120
Rogers Park,134
West Town,219
Near West Side,135
Lincoln Park,148
Lake View,247
Englewood,100
West Town,144
West Town,269
Woodlawn,118
Near West Side,203
East Garfield Park,304
Lincoln Park,529
Mckinley Park,44
Woodlawn,65
Logan Square,264
West Lawn,135
West Englewood,26
Near West Side,420
Near West Side,385
Bridgeport,128
Near South Side,400
West Town,79
South Chicago,75
Near South Side,600
Irving Park,164
Lake View,188
Armour Square,233
West Ridge,239
Burnside,180
Greater Grand Crossing,154
Washington Heights,99
Ohare,97
Edgewater,
Lake View,117
Lake View,110
Avondale,98
Avondale,189
Lincoln Park,
Logan Square,224
Near South Side,151
Greater Grand Crossing,159
Bridgeport,33
West Town,244
Lake View,
Burnside,212
North Center,129
West Town,81
Woodlawn,56
Near North Side,132
Near South Side,244
Lower West Side,115
Near North Side,75
Norwood Park,45
West Englewood,175
Near West Side,500
Irving Park,123
Irving Park,219
Near West Side,
Washington Park,107
Woodlawn,
Chatham,97
Uptown,171
Lake View,220
Lake View,178
Norwood Park,47
Lake View,179
West Town,120
West Town,207
Uptown,
Bridgeport,450
West Town,146
West Town,160
Armour Square,35
Near North Side,358
Near North Side,358
Near North Side,435
Near North Side,435
Near North Side,498
Near North Side,435
Near North Side,248
Near North Side,248
Near North Side,248
Near North Side,385
Near North Side,500
Near North Side,385
Near North Side,385
Near North Side,550
Near North Side,385
Near North Side,385
Near North Side,350
Near North Side,210
Near North Side,300
Near North Side,220
Near North Side,300
Near North Side,220
Near North Side,220
Near North Side,315
Grand Boulevard,450
Armour Square,35
West Town,179
Near North Side,275
Near North Side,390
Near North Side,275
Near North Side,275
Near North Side,275
Near North Side,275
Near North Side,390
Near North Side,375
Loop,247
Near North Side,275
Near North Side,248
Near North Side,325
Near North Side,740
Near North Side,650
Logan Square,85
Beverly,429
West Ridge,127
Near North Side,150
Norwood Park,51
Near North Side,100
Loop,297
Loop,262
Edgewater,98
Avalon Park,165
Armour Square,35
Armour Square,35
Gage Park,96
Loop,189
Loop,189
Rogers Park,87
Douglas,236
Logan Square,80
Near West Side,199
Near West Side,110
West Town,309
Rogers Park,163
Lake View,380
Near North Side,268
Irving Park,116
North Center,168
Logan Square,225
North Lawndale,71
West Town,436
North Lawndale,111
Humboldt Park,108
Loop,100
Norwood Park,39
Bridgeport,45
South Chicago,
Loop,244
Near North Side,286
Near North Side,273
Rogers Park,131
Near South Side,485
Burnside,239
Bridgeport,50
Bridgeport,50
Bridgeport,50
Lincoln Square,103
Burnside,106
Avondale,158
Loop,222
Norwood Park,56
Kenwood,514
West Town,160
Hegewisch,64
West Town,929
Rogers Park,116
Logan Square,123
Belmont Cragin,187
Near North Side,289
South Chicago,52
Ashburn,210
Avalon Park,175
North Center,70
Edgewater,118
Lincoln Square,86
North Lawndale,82
Washington Park,211
Near North Side,510
North Lawndale,65
North Lawndale,70
Loop,106
Logan Square,65
Kenwood,225
West Town,244
Ohare,135
Hyde Park,144
Armour Square,315
Near North Side,207
Near North Side,303
Near North Side,285
West Lawn,361
Lake View,223
Near West Side,278
Bridgeport,45
Bridgeport,46
Bridgeport,45
Bridgeport,45
Near North Side,140
Near North Side,150
Rogers Park,95
Irving Park,195
West Town,140
Austin,133
New City,44
Irving Park,136
Near North Side,95
Portage Park,143
Near South Side,297
Armour Square,42
Armour Square,48
Armour Square,44
West Town,193
Armour Square,42
Armour Square,42
Armour Square,44
Mckinley Park,44
Brighton Park,38
Brighton Park,38
Brighton Park,37
Brighton Park,44
Bridgeport,35
Near South Side,262
Loop,281
Irving Park,146
Logan Square,40
Lincoln Park,
Logan Square,165
West Town,240
North Center,
Near North Side,137
Armour Square,297
Lake View,269
Rogers Park,70
Logan Square,79
Lincoln Square,170
Near West Side,140
Lake View,183
Lower West Side,120
South Shore,60
West Ridge,134
Albany Park,134
Rogers Park,115
Portage Park,136
Armour Square,159
Englewood,45
Edgewater,
Logan Square,541
Hyde Park,341
Belmont Cragin,102
Albany Park,134
Lake View,100
Lake View,236
Lake View,269
Lake View,195
Lake View,
Lake View,
Lake View,269
Uptown,149
Lake View,278
Douglas,205
Avondale,139
Greater Grand Crossing,205
Douglas,191
West Town,328
Near North Side,225
Pullman,53
West Ridge,49
Avondale,70
Near West Side,120
Uptown,103
Portage Park,37
Uptown,86
Portage Park,37
Portage Park,37
Woodlawn,376
Albany Park,173
Avondale,208
Edgewater,173
Near North Side,190
Edgewater,166
Near North Side,
Near South Side,445
Englewood,80
Near North Side,330
Humboldt Park,82
Loop,280
Humboldt Park,163
Humboldt Park,155
Logan Square,93
Bridgeport,48
Mckinley Park,35
Douglas,154
Near North Side,80
Douglas,161
Douglas,169
Douglas,
Douglas,155
Logan Square,149
Logan Square,133
Lincoln Park,278
Lincoln Park,349
Woodlawn,74
Woodlawn,70
Woodlawn,74
Woodlawn,74
Woodlawn,74
Woodlawn,74
Woodlawn,74
Lake View,168
Douglas,
Douglas,177
Douglas,189
Douglas,631
Douglas,161
Douglas,178
Douglas,188
Douglas,410
Douglas,
Douglas,169
Douglas,189
Douglas,449
Near South Side,218
North Park,75
West Town,715
Woodlawn,145
Woodlawn,135
Loop,130
West Town,347
Uptown,81
Bridgeport,43
Lincoln Square,65
Lake View,128
Edgewater,164
Bridgeport,50
Bridgeport,46
Logan Square,77
West Town,293
Kenwood,199
Hyde Park,204
Hyde Park,184
South Lawndale,54
Kenwood,80
Near North Side,467
Uptown,250
Lincoln Park,325
Uptown,250
Edgewater,109
Loop,2747
West Ridge,176
Lincoln Square,160
Lincoln Square,141
West Ridge,144
Near North Side,135
North Park,265
Hyde Park,148
Hyde Park,111
Hyde Park,105
Woodlawn,45
Logan Square,120
Loop,109
Lower West Side,798
Woodlawn,45
Loop,216
Woodlawn,163
Humboldt Park,98
Dunning,72
Near West Side,196
Woodlawn,45
Mckinley Park,
Logan Square,131
Belmont Cragin,78
Lake View,792
Near North Side,1043
Near North Side,786
Near North Side,986
Near West Side,130
Douglas,489
Kenwood,338
Near West Side,209
Grand Boulevard,83
Lake View,217
Kenwood,90
Kenwood,140
South Shore,108
Lincoln Square,100
Austin,169
Lake View,189
Near West Side,412
Lower West Side,462
Bridgeport,277
Near North Side,536
Near North Side,289
Rogers Park,55
Loop,371
Lincoln Park,455
Near North Side,1760
Lake View,73
Near North Side,535
Grand Boulevard,290
Roseland,198
Lake View,175
Near West Side,439
Uptown,146
Lake View,246
Loop,183
Near South Side,210
West Town,213
Grand Boulevard,41
West Town,205
West Town,337
Logan Square,77
North Lawndale,40
Near West Side,447
Lower West Side,271
Hyde Park,246
Logan Square,163
West Town,
Lake View,160
Near North Side,150
Near North Side,150
Near North Side,299
Beverly,146
Humboldt Park,164
North Center,307
West Town,336
Near North Side,464
Irving Park,102
Lake View,215
Dunning,125
Near West Side,399
Near West Side,485
Near West Side,525
Mount Greenwood,500
Humboldt Park,90
Bridgeport,35
Lake View,132
Grand Boulevard,244
Near West Side,291
West Town,217
Grand Boulevard,175
Greater Grand Crossing,86
West Town,322
Grand Boulevard,151
North Center,200
West Town,169
Lake View,196
Near North Side,110
East Garfield Park,51
Lincoln Park,529
Rogers Park,118
West Town,113
Bridgeport,35
Uptown,86
Bridgeport,171
Bridgeport,37
Near North Side,
South Shore,
Oakland,125
Lake View,206
Albany Park,39
Washington Park,53
Calumet Heights,325
Chicago Lawn,98
Irving Park,96
South Shore,177
West Ridge,223
Logan Square,269
Hyde Park,24
Near West Side,75
West Town,384
Avondale,90
Portage Park,75
Near West Side,439
Near West Side,450
Near West Side,450
Near West Side,431
Near West Side,431
West Town,727
Washington Park,134
West Lawn,74
Near North Side,236
Near North Side,172
Loop,183
Near North Side,
Loop,450
Lincoln Park,112
Rogers Park,
West Town,227
Near North Side,541
Lake View,128
Near North Side,150
Roseland,193
Near North Side,
Near North Side,259
Logan Square,154
Loop,173
Lake View,135
West Town,181
Uptown,115
South Deering,34
Uptown,132
South Lawndale,88
East Garfield Park,73
Lincoln Park,565
Uptown,132
Uptown,127
Uptown,114
Englewood,25
West Town,473
Lake View,520
Near North Side,125
Near North Side,1477
Calumet Heights,216
Near North Side,240
Near North Side,229
Near North Side,211
Lincoln Park,405
Near North Side,130
West Town,160
Lincoln Park,229
Lincoln Park,320
Lower West Side,185
Lincoln Park,336
Lincoln Park,360
Lincoln Park,298
West Ridge,88
Lake View,999
Uptown,249
North Center,225
North Center,170
Irving Park,139
Woodlawn,93
South Shore,195
Norwood Park,93
Near West Side,299
West Town,321
Near North Side,270
Bridgeport,30
Beverly,182
West Town,122
Lincoln Park,58
Near West Side,139
Ohare,173
Logan Square,70
South Deering,76
Loop,160
Near North Side,106
Near South Side,340
Near South Side,370
Near South Side,374
Loop,160
Rogers Park,640
Austin,291
West Town,324
Lake View,247
Lake View,250
West Town,920
Washington Park,54
Washington Park,53
Washington Park,180
Washington Park,260
Woodlawn,195
Woodlawn,148
Loop,352
Humboldt Park,81
Bridgeport,46
West Town,159
Lincoln Park,169
Logan Square,95
Near North Side,200
Lincoln Park,462
Near North Side,130
Uptown,200
Brighton Park,205
Grand Boulevard,48
Logan Square,200
East Garfield Park,233
Grand Boulevard,
Near West Side,
Near North Side,
Near North Side,258
Near West Side,495
Near North Side,2314
West Town,77
Near North Side,439
Near North Side,287
Near North Side,686
Near North Side,771
Logan Square,68
Lake View,217
Kenwood,92
Morgan Park,257
Lincoln Square,157
Near North Side,290
Near North Side,287
North Lawndale,98
North Lawndale,237
Uptown,111
West Town,154
Lincoln Park,529
Near North Side,
Near West Side,159
Near North Side,1699
Near North Side,264
Avondale,84
Douglas,249
West Town,332
Rogers Park,119
Hyde Park,215
Woodlawn,521
Woodlawn,100
West Ridge,103
North Center,68
Albany Park,43
North Center,106
Near North Side,249
Near West Side,154
West Town,119
Uptown,200
East Garfield Park,70
Near South Side,280
Dunning,124
Near North Side,245
Logan Square,856
North Center,146
Uptown,198
Fuller Park,155
Lower West Side,37
South Lawndale,105
East Garfield Park,228
Bridgeport,43
West Town,211
West Town,211
West Town,182
West Town,177
Logan Square,176
West Town,233
West Town,202
West Town,72
Lincoln Park,43
Lincoln Park,43
Humboldt Park,82
Lake View,118
West Town,120
Humboldt Park,155
Loop,527
West Town,236
Woodlawn,75
Near North Side,1152
Near North Side,1970
Loop,985
Woodlawn,125
South Shore,170
Near West Side,813
Lake View,137
Lake View,158
Lake View,141
Brighton Park,185
Lincoln Park,495
Near West Side,231
Avondale,128
West Town,150
Avondale,121
Logan Square,174
West Englewood,150
Near West Side,350
West Englewood,120
Woodlawn,84
Loop,311
Lincoln Square,120
Humboldt Park,58
Near North Side,1382
Near West Side,125
Bridgeport,35
Hyde Park,106
Hyde Park,96
Hyde Park,96
Near South Side,348
Lake View,
West Town,239
Avondale,72
Lake View,155
Logan Square,256
Lincoln Park,153
Hyde Park,93
Hyde Park,97
Loop,775
Bridgeport,92
Lincoln Park,112
Portage Park,171
Hyde Park,93
Hyde Park,96
Hyde Park,111
Edgewater,82
North Lawndale,143
Near North Side,567
Lincoln Park,296
Lincoln Park,152
Near West Side,604
Near West Side,593
Logan Square,562
West Town,79
West Town,371
Pullman,153
Douglas,1465
Near North Side,225
Near West Side,135
Hermosa,106
Woodlawn,120
Near West Side,70
Near South Side,210
Near South Side,202
Irving Park,115
Albany Park,125
Logan Square,127
Near North Side,280
Near North Side,261
West Garfield Park,139
Near West Side,125
Near South Side,211
Near South Side,201
West Town,253
Loop,343
Douglas,130
Hyde Park,94
Lake View,152
Near North Side,205
Uptown,133
South Chicago,25
South Chicago,25
South Chicago,25
Bridgeport,174
Woodlawn,130
Brighton Park,40
Brighton Park,100
Greater Grand Crossing,85
Grand Boulevard,114
South Shore,36
Near South Side,205
Grand Boulevard,138
Near West Side,128
Albany Park,48
Near North Side,459
Logan Square,152
East Garfield Park,157
Near North Side,317
Near North Side,1656
Lake View,361
Near North Side,130
Woodlawn,
Loop,100
Armour Square,188
Pullman,230
Lincoln Square,123
Logan Square,99
Uptown,164
West Town,118
West Town,106
Hyde Park,106
Lake View,162
Near North Side,177
Lake View,189
Near North Side,200
Lake View,565
West Town,99
Logan Square,245
Washington Park,82
Logan Square,172
West Town,318
West Town,136
Loop,502
Lincoln Park,152
Lincoln Park,169
Edgewater,274
Lake View,475
Near South Side,316
Uptown,152
Grand Boulevard,50
Humboldt Park,457
Norwood Park,111
Bridgeport,139
Lake View,120
Near North Side,
Near North Side,999
Near North Side,
Lake View,679
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
West Ridge,83
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Near North Side,999
Grand Boulevard,164
Near North Side,999
Near North Side,
Near North Side,999
Near North Side,999
Near North Side,999
Edgewater,187
Loop,1117
Lake View,181
West Ridge,167
Edgewater,133
Near North Side,210
Near North Side,216
